MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU412009123315,시흥소방서,시흥119안전센터,홍콩가요주점,유흥주점,20230731153624,20230731,153624,2023,07,31,,,20021204,20220704,경기도 시흥시 정왕동 ,중심상가로,에이스프라자,,,,,3,,양식(옥),철근콘크리트조,,Y
MU412009125846,안양소방서,119생활안전단,영상노래연습장,노래연습장업,20230327153516,20230327,153516,2023,03,27,,,20070813,,경기도 안양시 만안구 안양동 ,안양로329번길,,,,,,4,,양식(옥),철근콘크리트조,,Y
MU412009124232,송탄소방서,신장119안전센터,삼천궁녀,유흥주점,20230314104948,20230314,104948,2023,03,14,위락시설,,19990430,20230310,경기도 평택시 서정동 ,관광특구로,,,,,,1/8,,양식(옥),철근콘크리트조,,Y
MU412009121772,양평소방서,공흥119안전센터,팅커벨,유흥주점,20230626072803,20230626,072803,2023,06,26,근린생활시설,,20140523,201110,경기도 양평군 양평읍 양근리,,,석고.타일,,,,1/3,가야금건물 - 가야금건물동,양식(옥),철근콘크리트조,,Y
MU412009126043,평택소방서,비전119안전센터,신태산사우나,목욕장(찜질방),20230411112636,20230411,112636,2023,04,11,근린생활시설,,20090527,20220927,경기도 평택시 비전동 ,평택5로,,,,합판+필름,244.0,1/2,,양식(옥),철근콘크리트조,,Y
MU412009121786,동두천소방서,불현119안전센터,황제노래장,유흥주점,20230818174543,20230818,174543,2023,08,18,,,20050125,20230814,경기도 동두천시 생연동 ,동광로52번길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU412009126475,분당소방서,야탑119안전센터,죠이노래연습장,노래연습장업,20230324111202,20230324,111202,2023,03,24,,,20060828,20230127,경기도 성남시 분당구 야탑동 ,장미로86번길,,타일. 석고보드,597.0,합판(방염필름시공),98.0,3/5,,양식(옥),철근콘크리트조,,Y
MU412009122960,부천소방서,상동119안전센터,앵콜노래연습장,노래연습장업,20230908090535,20230908,090535,2023,09,08,,,20060419,20230907,경기도    경기도 부천시 원미구   경기도 부천시 원미구 상동  ,장말로,,석고. 콘크리트. 유리,171.0,합판,18.0,1/3,김정희건물(구.김위분건물) - 김정희건물(구.김위분건물)동,양식(옥),철근콘크리트조,,Y
MU412009125763,분당소방서,야탑119안전센터,올리브,단란주점,20230324160426,20230324,160426,2023,03,24,복합건축물,,20060828,20230127,경기도 성남시 분당구 야탑동 ,장미로86번길,,,,,,3/5,우리빌딩 - 우리빌딩동,양식(옥),철근콘크리트조,,Y
MU412009126126,송탄소방서,모곡119안전센터,루비노래뱅크,유흥주점,20231026153943,20231026,153943,2023,10,26,근린생활시설,,20050513,20231023,경기도 평택시 이충동 ,정암로,,,,,,지하,김월심건물 - 김월심건물동,양식(옥),철근콘크리트조,,Y
MU412009126156,부천소방서,중동119안전센터,일등노래바,유흥주점,20230705154136,20230705,154136,2023,07,05,,20100603,20100603,20230630,경기도    경기도 부천시 소사구   경기도 부천시 소사구 심곡본동  ,경인로,부천농협심곡지소,석고. 유리 등,,합판,314.0,1/4,은하빌딩 - 은하빌딩동,양식(옥),철근콘크리트조,,Y
MU412009126158,용인소방서,포곡119안전센터,투투단란주점,단란주점,20231024200127,20231024,200127,2023,10,24,,,20070525,,경기도 용인시 처인구 포곡읍 삼계리,포곡로,향촌,,,MDF,63.0,0/1,,양식(옥),철근콘크리트조,,Y
MU412009126345,분당소방서,야탑119안전센터,M.B.C노래연습장,노래연습장업,20230324110203,20230324,110203,2023,03,24,,,20070517,20230222,경기도 성남시 분당구 야탑동 ,야탑로65번길,,석고. 유리등,,합판MDF(방염필름.도료),,3/5,,양식(옥),철근콘크리트조,,Y
MU412009131535,오산소방서,청학119안전센터,옹달샘,유흥주점,20230601090551,20230601,090551,2023,06,01,,,20041028,20230531,경기도 오산시 오산동 ,성호대로55번길,,,,,,1,동신수퍼건물 - 동신수퍼건물동,양식(옥),철근콘크리트조,,Y
MU412009133663,남양주소방서,별내119안전센터,쎄븐노래연습장(구.빵빠레노래방),노래연습장업,20230825101514,20230825,101514,2023,08,25,,,20070621,20230809,경기도 남양주시 별내면 청학리,청학로,청수빌딩,,,,143.0,1/2,,양식(옥),철근콘크리트조,,Y
MU412009131247,여주소방서,119생활안전단,엠와이더블유푸드,일반음식점,20230502134241,20230502,134241,2023,05,02,,20080625,20080724,,경기도 여주시 홍문동 ,여흥로,,르타르위 수성페인트. 자기질타일,,,,1/2,,양식(옥),철근콘크리트조,,Y
MU412009132842,안산소방서,반월119안전센터,신옛친구,일반음식점,20230107144420,20230107,144420,2023,01,07,근린생활시설,20080523,20080530,20221229,경기도 안산시 단원구 원곡동 ,원본로5길,왕성태권도장,석고보드. 콘크리트. 타일. 철판,405.0,MDF(방염필름. 방염도료),64.0,1/3,송옥순건물 - 송옥순건물동,양식(옥),철근콘크리트조,,Y
MU412009132526,오산소방서,원동119안전센터,썬 노래연습장,노래연습장업,20230319082849,20230319,082849,2023,03,19,복합건축물,20070531,20020819,20230316,경기도 오산시 원동 ,대원로,오산제일신협,,,,,1/4,제일신협건물 - 제일신협건물동,양식(옥),철근콘크리트조,,Y
MU412009133101,,,별천지라이브(구.7080라이브),유흥주점,20230105090105,20230105,090105,2023,01,05,근린생활시설,20080814,20080814,,경기도 가평군 하면 현리,조종희망로5번길,초코렛미용실,,,,,3/1,,양식(옥),철근콘크리트조,,Y
MU412009133621,남양주소방서,진접119안전센터,예가낙지마을(구.춘천명동닭갈비),일반음식점,20230517093525,20230517,093525,2023,05,17,,,20090623,20230523,경기도 남양주시 진접읍 장현리,,,,,,,2/0,,양식(옥),철근콘크리트조,,Y
MU412009132770,여주소방서,북내119안전센터,스카이밸리클럽하우스,일반음식점,20230127080858,20230127,080858,2023,01,27,문화및집회시설,,20140109,20140109,경기도 여주시 북내면 운촌리,운촌길,,,,,,1/3,,양식(옥),철근콘크리트조,Y,Y
MU412009133444,평택소방서,안중119안전센터,7080가요무대,단란주점,20230118155817,20230118,155817,2023,01,18,,20090622,20090622,20200906,경기도 평택시 안중읍 안중리,안중로,,철근콘크리트.석고보드,266.0,,,1/4,,양식(옥),철골철근콘크리트조,,Y
MU412009132159,오산소방서,원동119안전센터,영노래빠,유흥주점,20230705163815,20230705,163815,2023,07,05,복합건축물,20070531,20070531,20230703,경기도 오산시 원동 ,오산로212번길,하나고시원,,,,,4,하나고시텔 - 바바리안노래방동,양식(옥),철골조,,Y
MU412009133386,과천소방서,중앙119안전센터,영농조합법인 문원한우마을,일반음식점,20230330142748,20230330,142748,2023,03,30,복합건축물,,20061006,20211109,경기도 과천시 별양동 ,별양상가1로,과천타워,,,MDF(붓.로라3회이상도장),40.0,5/10,과천타워 - 과천타워동,양식(옥),철근콘크리트조,Y,Y
MU412009132080,여주소방서,119생활안전단,세시봉노래빠,단란주점,20231026101428,20231026,101428,2023,10,26,위락시설,,20070410,20220810,경기도 여주시 창동 ,우암로,,,,,,1/3,,양식(옥),철골철근콘크리트조,,Y
MU412009133693,여주소방서,119생활안전단,알라딘 노래연습장,노래연습장업,20230127080932,20230127,080932,2023,01,27,,,20070528,20170526,경기도 여주시 하동 ,여흥로11번길,,철근콘크리트 및 석고보드,,MDF(벽체),28.0,1/4,알라딘노래방 - 알라딘노래방동,양식(옥),철근콘크리트조,,Y
MU412009132443,군포소방서,오금119안전센터,텐프로주점,유흥주점,20230501092057,20230501,092057,2023,05,01,복합건축물,,20041231,20230428,경기도 군포시 산본동 ,산본로323번길,대원프라자빌딩,,,,,4/8,대원프라자 - 대원프라자동,양식(옥),철골철근콘크리트조,,Y
MU412009133762,동두천소방서,불현119안전센터,탑(TOP)클럽,유흥주점,20230426105514,20230426,105514,2023,04,26,,,20010804,,경기도 동두천시 생연동 ,중앙로353번길,,,,천정.벽체.카운터.문등,133.0,2,,양식(옥),철근콘크리트조,,Y
MU412009133673,남양주소방서,별내119안전센터,W노래연습장(구.엑스노래연습장),노래연습장업,20230627105544,20230627,105544,2023,06,27,근린생활시설,,20070514,20230612,경기도 남양주시 별내면 청학리,청학로68번길,,석고. 유리 등,452.0,,139.0,0/2,동운빌딩(구한영프라자) - 한영프라자동,양식(옥),철근콘크리트조,,Y
MU412009132118,군포소방서,오금119안전센터,지금보고싶다,일반음식점,20230309173955,20230309,173955,2023,03,09,근린생활시설,,20090420,,경기도 군포시 산본동 ,산본로323번길,,콘크리트.석고보드.유리,,합판(도료),183.0,3/8,센타빌딩B동 - 센타빌딩B동동,양식(옥),철근콘크리트조,,Y
MU412009131909,오산소방서,청학119안전센터,밀크노래연습장,노래연습장업,20231102091927,20231102,091927,2023,11,02,근린생활시설,,20011203,20231025,경기도 오산시 오산동 ,운천로,운암프라자3차,,,,,1/7,운암프라자(3차) - 운암프라자(3차)동,양식(옥),철근콘크리트조,,Y
MU412009132891,여주소방서,가남119안전센터,황진이 단란주점,단란주점,20230629153615,20230629,153615,2023,06,29,,,20090922,20180320,경기도 여주시 가남읍 태평리,태평중앙1길,,철근콘크리트 및 석고보드,,일부 목재부분 방염후처리,,1/3,,양식(옥),철근콘크리트조,,Y
MU412009132270,오산소방서,원동119안전센터,호박관광나이트,유흥주점,20230210102339,20230210,102339,2023,02,10,복합건축물,20070531,20070531,20230209,경기도 오산시 원동 ,성호대로,중앙씨티월1,,,,,1/11,중앙씨티월1차 - 중앙씨티월Ⅰ동,양식(옥),철골조,,Y
MU412009132950,,,럭셔리 궁 단란주점,단란주점,20230523172554,20230523,172554,2023,05,23,위락시설,20081105,20081105,,경기도    경기도 가평군   경기도 가평군 하면  경기도 가평군 하면 현리,조종희망로5번길,평화통닭,콘크리트 및 석고보드,244.0,필름 및 도료,42.0,3/0,,양식(옥),철근콘크리트조,,Y
MU412009132947,수원소방서,정자119안전센터,고래고래노래연습장,노래연습장업,20230919171617,20230919,171617,2023,09,19,근린생활시설,20090616,20090617,,경기도 화성시 향남읍 장짐리,발안만세길,,내화벽체.석고보드.유리,432.0,MDF(방염필름.방염제),112.0,/2,,양식(옥),철골조,,Y
MU412009133021,수원소방서,파장119안전센터,학다방,휴게음식점,20230728101114,20230728,101114,2023,07,28,,,20090617,,경기도 화성시 송산면 사강리,송산포도로,서울치과의원,,,,,1/3,,양식(옥),철골철근콘크리트조,,Y
MU412009126016,용인소방서,동백119안전센터,동백유흥주점,유흥주점,20230406111241,20230406,111241,2023,04,06,근린생활시설,20070911,20071004,,경기도 용인시 기흥구 중동 ,동백5로,레이크시티프라자,콘크리트. 석고. 유리 등,,MDF,31.0,3/9,레이크시티프라자 - 레이크시티프라자동,양식(옥),철근콘크리트조,,Y
MU412009125609,분당소방서,야탑119안전센터,파티하우스,일반음식점,20230803120120,20230803,120120,2023,08,03,근린생활시설,,20080324,,경기도 성남시 분당구 야탑동 ,장미로86번길,,,,,,3/5,우리빌딩 - 우리빌딩동,양식(옥),철근콘크리트조,,Y
MU412009121880,하남소방서,신장119안전센터,미스터피자 하남점,일반음식점,20230214095101,20230214,095101,2023,02,14,복합건축물,20071102,20071105,,경기도 하남시 신장동 ,하남대로,명지캐럿108,,,,,3/20,,양식(옥),철근콘크리트조,,Y
MU412009132694,수원소방서,남부119안전센터,찬스노래연습장,노래연습장업,20230602193824,20230602,193824,2023,06,02,,,20021217,,경기도 화성시 우정읍 조암리,조암남로,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU412009126023,광명소방서,하안119안전센터,썸앤썸룸,유흥주점,20230710201023,20230710,201023,2023,07,10,복합건축물,20061110,20061110,20230627,경기도 광명시 철산동 ,디지털로,,석고보드. 콘크리트,,MDF,72.0,2/6,장혜경건물(구:한국타이어빌딩) - 장혜경건물(구:한국타이어빌딩)동,양식(옥),철근콘크리트조,,Y
MU412009126045,광명소방서,하안119안전센터,썸앤썸노래빠,단란주점,20230714133910,20230714,133910,2023,07,14,복합건축물,20061108,20061108,20230703,경기도 광명시 철산동 ,디지털로,한국빌딩,석고보드. 콘크리트,384.0,MDF,65.0,2/6,장혜경건물(구:한국타이어빌딩) - 장혜경건물(구:한국타이어빌딩)동,양식(옥),철근콘크리트조,,Y
MU412009125136,시흥소방서,시흥119안전센터,왕초가요광장,유흥주점,20230731155000,20230731,155000,2023,07,31,,20080423,20080506,20220704,경기도 시흥시 정왕동 ,중심상가3길,한성프라자,,,,,4/2,,양식(옥),철근콘크리트조,,Y
MU412009123788,송탄소방서,신장119안전센터,원노래빠,유흥주점,20230531190859,20230531,190859,2023,05,31,,,20040615,20230531,경기도 평택시 서정동 ,서정로,,석고보드.타일.유리,231.0,방염도료,66.0,1/3,,양식(옥),철근콘크리트조,,Y
MU412009125427,,,켄터키양조장,일반음식점,20231010081136,20231010,081136,2023,10,10,,,20080502,,경기도 수원시 장안구 송죽동 ,경수대로927번길,파리바게트,내화구조.석고.유리,235.0,합판,49.0,4,,양식(옥),철근콘크리트조,,Y
MU412009131734,안양소방서,부림119안전센터,울리불리노래연습장,노래연습장업,20230619163718,20230619,163718,2023,06,19,,20070516,20070516,20130514,경기도 안양시 동안구 관양동 ,인덕원로24번길,,합판,21.0,현장방염처리물품 성능인정(2007.04.12)합판,,1/5,고석규건물 - 고석규건물동,양식(옥),철근콘크리트조,,Y
MU412009125468,파주소방서,금촌119안전센터,열정노래연습장,노래연습장업,20230611124645,20230611,124645,2023,06,11,근린생활시설,20060509,20060509,20230609,경기도 파주시 금촌동 ,금정4길,,석고. 타일,,합판(방염도료),42.0,5/1,,양식(옥),철근콘크리트조,,Y
MU412009124129,시흥소방서,연성119안전센터,황금코다리,일반음식점,20230731144752,20230731,144752,2023,07,31,근린생활시설,20090522,20090526,20200828,경기도 시흥시 물왕동 ,동서로857번길,,콘크리트.석고.유리,915.0,,,-/2,,양식(옥),철근콘크리트조,,Y
MU412009133078,,,유존 노래연습장,노래연습장업,20230518132155,20230518,132155,2023,05,18,근린생활시설,20081124,20161109,,경기도 가평군 가평읍 대곡리,가화로,삼광쌀상회,콘크리트및 석고보드,331.0,MDF,52.0,3/1,,양식(옥),철근콘크리트조,,Y
MU412009131776,오산소방서,청학119안전센터,뉴월드가요주점,유흥주점,20231015091706,20231015,091706,2023,10,15,근린생활시설,,20080701,20231006,경기도 오산시 오산동 ,오산로,,,,,,1/2,조미희한복점 - 조미희한복점동,양식(옥),철근콘크리트조,,Y
MU412009124255,용인소방서,역북119안전센터,썸노래빠,유흥주점,20230104161659,20230104,161659,2023,01,04,복합건축물,,20071009,,경기도 용인시 처인구 김량장동 ,금령로78번길,재빈빌딩,,,해당없음,,5,재빈빌딩 - 재빈빌딩동,양식(옥),철근콘크리트조,,Y
MU412009125535,송탄소방서,모곡119안전센터,아지트노래뱅크,유흥주점,20230305230941,20230305,230941,2023,03,05,근린생활시설,,20060112,20230227,경기도 평택시 이충동 ,정암로,,석고보드,228.0,방염필름,34.0,3/1,반지노래나라건물(구:알프스가요주점) - 반지노래나라건물(구:알프스가요주점)동,양식(옥),철근콘크리트조,,Y
